id_venda,data,regiao,categoria,produto,quantidade,preco_unitario,faturamento,custo,margem,canal,pagamento
979,2024-08-08,Nordeste,Bebidas,Suco,4,7.02,28.08,19.11,8.97,Loja Fisica,Pix
980,2024-04-18,Nordeste,Alimentos,Feijao,4,8.26,33.04,25.13,7.91,Loja Fisica,Pix
981,2024-11-15,Norte,Higiene,Sabonete,5,2.72,13.6,8.23,5.37,Loja Fisica,Cartao
982,2024-04-30,Sudeste,Higiene,Sabonete,1,2.7,2.7,1.97,0.73,Loja Fisica,Pix
983,2024-01-22,Norte,Higiene,Sabonete,7,3.02,21.14,16.43,4.71,Delivery,Boleto
984,2024-08-30,Sudeste,Higiene,Creme Dental,6,6.55,39.3,25.49,13.81,Loja Fisica,Cartao
985,2024-07-03,Sudeste,Bebidas,Refrigerante,6,8.21,49.26,36.51,12.75,Loja Fisica,Dinheiro
986,2024-07-24,Sudeste,Utilidades,Lampada,1,9.88,9.88,7.45,2.43,Loja Fisica,Pix
987,2024-05-07,Centro-Oeste,Higiene,Desodorante,9,11.53,103.77,64.09,39.68,E-commerce,Boleto
988,2024-06-13,Norte,Bebidas,Refrigerante,12,7.39,88.68,59.31,29.37,Loja Fisica,Cartao
989,2024-11-09,Sudeste,Bebidas,Energetico,11,10.81,118.91,90.5,28.41,Delivery,Cartao
990,2024-04-09,Sudeste,Limpeza,Esponja,12,2.25,27.0,16.35,10.65,Delivery,Cartao
991,2024-12-10,Sul,Utilidades,Pano Multiuso,3,7.37,22.11,17.05,5.06,Loja Fisica,Pix
992,2024-05-04,Nordeste,Limpeza,Detergente,2,2.72,5.44,3.93,1.51,Loja Fisica,Boleto
993,2024-07-15,Sudeste,Alimentos,Macarrao,11,5.28,58.08,44.11,13.97,Loja Fisica,Cartao
994,2024-09-30,Sudeste,Bebidas,Agua,4,2.77,11.08,8.12,2.96,Loja Fisica,Pix
995,2024-07-12,Sul,Limpeza,Agua Sanitaria,11,5.66,62.26,43.11,19.15,E-commerce,Dinheiro
996,2024-04-24,Nordeste,Alimentos,Arroz,2,24.6,49.2,34.36,14.84,Loja Fisica,Boleto
997,2024-10-20,Centro-Oeste,Limpeza,Agua Sanitaria,10,5.76,57.6,36.99,20.61,Loja Fisica,Cartao
998,2024-07-17,Sul,Bebidas,Agua,11,2.77,30.47,18.44,12.03,Delivery,Pix
999,2024-02-24,Centro-Oeste,Higiene,Desodorante,6,10.91,65.46,50.31,15.15,Delivery,Pix
1000,2024-08-21,Nordeste,Alimentos,Arroz,10,24.5,245.0,166.72,78.28,Delivery,Cartao
1001,2024-12-27,Sudeste,Higiene,Shampoo,8,14.58,116.64,90.2,26.44,Loja Fisica,Dinheiro
1002,2024-03-19,Sul,Alimentos,Feijao,12,9.07,108.84,83.22,25.62,Delivery,Dinheiro
1003,2024-07-19,Nordeste,Limpeza,Sabao em Po,1,16.99,16.99,11.0,5.99,Delivery,Boleto
1004,2024-07-19,Centro-Oeste,Higiene,Creme Dental,5,6.57,32.85,20.33,12.52,E-commerce,Cartao
1005,2024-03-08,Centro-Oeste,Limpeza,Detergente,12,2.65,31.8,22.61,9.19,Loja Fisica,Cartao
1006,2024-09-04,Nordeste,Alimentos,Feijao,12,8.15,97.8,69.46,28.34,Loja Fisica,Dinheiro
1007,2024-02-22,Sudeste,Utilidades,Lampada,7,10.55,73.85,49.14,24.71,E-commerce,Boleto
1008,2024-02-19,Centro-Oeste,Bebidas,Refrigerante,2,8.37,16.74,11.89,4.85,Loja Fisica,Boleto
1009,2024-11-17,Sudeste,Alimentos,Arroz,4,24.88,99.52,63.75,35.77,Loja Fisica,Cartao
1010,2024-07-11,Sudeste,Utilidades,Pilhas,8,14.1,112.8,80.1,32.7,Loja Fisica,Pix
1011,2024-07-07,Norte,Alimentos,Arroz,8,26.1,208.8,159.04,49.76,Loja Fisica,Pix
1012,2024-10-20,Sudeste,Higiene,Sabonete,10,2.77,27.7,18.75,8.95,Delivery,Cartao
1013,2024-10-19,Nordeste,Bebidas,Cha Gelado,3,5.81,17.43,12.55,4.88,Loja Fisica,Dinheiro
1014,2024-09-28,Sudeste,Bebidas,Cha Gelado,9,6.16,55.44,40.92,14.52,Loja Fisica,Dinheiro
1015,2024-12-03,Sul,Alimentos,Cafe,12,17.11,205.32,141.86,63.46,Delivery,Cartao
1016,2024-03-06,Sudeste,Higiene,Sabonete,9,2.82,25.38,18.54,6.84,Loja Fisica,Cartao
1017,2024-06-01,Centro-Oeste,Higiene,Desodorante,11,10.58,116.38,74.5,41.88,E-commerce,Pix
1018,2024-05-30,Sudeste,Bebidas,Cha Gelado,8,6.14,49.12,33.62,15.5,E-commerce,Cartao
1019,2024-10-02,Sudeste,Higiene,Sabonete,4,2.69,10.76,6.55,4.21,E-commerce,Cartao
1020,2024-03-09,Sudeste,Alimentos,Macarrao,5,4.92,24.6,17.33,7.27,Loja Fisica,Cartao
1021,2024-07-14,Sudeste,Alimentos,Acucar,2,5.32,10.64,7.61,3.03,E-commerce,Cartao
1022,2024-04-14,Norte,Limpeza,Sabao em Po,12,16.41,196.92,140.1,56.82,Delivery,Pix
1023,2024-08-02,Sul,Bebidas,Energetico,7,9.16,64.12,44.93,19.19,Loja Fisica,Cartao
1024,2024-02-26,Sudeste,Bebidas,Agua,11,2.34,25.74,19.61,6.13,Delivery,Cartao
1025,2024-04-25,Nordeste,Alimentos,Feijao,7,9.44,66.08,48.67,17.41,Loja Fisica,Pix
1026,2024-06-05,Sudeste,Limpeza,Detergente,9,2.67,24.03,16.69,7.34,Loja Fisica,Cartao
1027,2024-02-20,Sul,Alimentos,Acucar,3,4.75,14.25,10.38,3.87,E-commerce,Pix
1028,2024-10-31,Sul,Bebidas,Cha Gelado,3,5.64,16.92,12.14,4.78,Delivery,Pix
1029,2024-03-14,Centro-Oeste,Limpeza,Detergente,12,2.83,33.96,22.21,11.75,Delivery,Pix
1030,2024-08-02,Sudeste,Alimentos,Macarrao,8,5.31,42.48,26.98,15.5,Loja Fisica,Boleto
1031,2024-04-27,Nordeste,Limpeza,Desinfetante,7,9.56,66.92,50.13,16.79,Delivery,Cartao
1032,2024-05-02,Sul,Alimentos,Arroz,2,26.61,53.22,36.77,16.45,Loja Fisica,Dinheiro
1033,2024-08-05,Sudeste,Utilidades,Lampada,8,9.69,77.52,55.58,21.94,Delivery,Pix
1034,2024-03-04,Centro-Oeste,Higiene,Sabonete,12,2.91,34.92,23.99,10.93,Loja Fisica,Boleto
1035,2024-12-04,Sul,Limpeza,Esponja,11,2.29,25.19,17.67,7.52,E-commerce,Pix
1036,2024-09-25,Sul,Alimentos,Macarrao,3,5.32,15.96,12.3,3.66,Loja Fisica,Cartao
1037,2024-07-10,Sul,Bebidas,Suco,9,7.52,67.68,50.87,16.81,Loja Fisica,Pix
1038,2024-05-15,Nordeste,Limpeza,Esponja,7,2.12,14.84,9.51,5.33,E-commerce,Pix
1039,2024-01-19,Sul,Utilidades,Pano Multiuso,1,6.64,6.64,4.67,1.97,Loja Fisica,Cartao
1040,2024-01-03,Centro-Oeste,Limpeza,Agua Sanitaria,6,4.98,29.88,19.9,9.98,Loja Fisica,Pix
1041,2024-03-19,Centro-Oeste,Utilidades,Pilhas,3,13.85,41.55,26.18,15.37,Loja Fisica,Cartao
1042,2024-07-05,Centro-Oeste,Alimentos,Macarrao,2,5.81,11.62,8.26,3.36,Loja Fisica,Cartao
1043,2024-08-10,Norte,Utilidades,Lampada,2,9.1,18.2,10.7,7.5,Loja Fisica,Dinheiro
1044,2024-01-17,Nordeste,Alimentos,Acucar,11,5.36,58.96,35.6,23.36,Loja Fisica,Pix
1045,2024-12-15,Sudeste,Bebidas,Energetico,9,10.55,94.95,69.16,25.79,Delivery,Cartao
1046,2024-02-25,Sudeste,Alimentos,Macarrao,9,4.8,43.2,30.97,12.23,Loja Fisica,Dinheiro
1047,2024-08-07,Sul,Limpeza,Agua Sanitaria,8,5.28,42.24,28.6,13.64,Delivery,Cartao
1048,2024-03-19,Sudeste,Alimentos,Macarrao,2,5.68,11.36,8.85,2.51,Loja Fisica,Dinheiro
1049,2024-04-11,Sudeste,Limpeza,Detergente,12,2.88,34.56,24.27,10.29,Loja Fisica,Dinheiro
1050,2024-11-18,Sudeste,Alimentos,Feijao,7,7.89,55.23,42.97,12.26,E-commerce,Cartao
1051,2024-11-11,Nordeste,Limpeza,Agua Sanitaria,7,5.53,38.71,27.87,10.84,E-commerce,Cartao
1052,2024-08-06,Sudeste,Bebidas,Refrigerante,5,7.07,35.35,23.07,12.28,E-commerce,Pix
1053,2024-05-06,Nordeste,Alimentos,Arroz,1,23.17,23.17,16.89,6.28,Loja Fisica,Pix
1054,2024-11-06,Norte,Alimentos,Acucar,6,4.74,28.44,17.13,11.31,Delivery,Pix
1055,2024-03-07,Centro-Oeste,Limpeza,Desinfetante,12,9.57,114.84,78.75,36.09,Loja Fisica,Pix
1056,2024-04-17,Sudeste,Alimentos,Arroz,3,26.04,78.12,54.71,23.41,Loja Fisica,Boleto
1057,2024-12-01,Sul,Alimentos,Acucar,2,4.49,8.98,6.19,2.79,Loja Fisica,Pix
1058,2024-04-13,Sudeste,Alimentos,Feijao,4,8.53,34.12,24.65,9.47,E-commerce,Dinheiro
1059,2024-10-13,Sul,Utilidades,Pano Multiuso,11,7.13,78.43,59.78,18.65,Loja Fisica,Cartao
1060,2024-09-14,Sudeste,Alimentos,Macarrao,12,5.79,69.48,44.32,25.16,E-commerce,Cartao
1061,2024-12-21,Nordeste,Limpeza,Agua Sanitaria,11,5.54,60.94,41.6,19.34,Loja Fisica,Cartao
1062,2024-09-17,Centro-Oeste,Limpeza,Agua Sanitaria,10,5.26,52.6,32.44,20.16,Loja Fisica,Cartao
1063,2024-12-22,Norte,Utilidades,Filtro de Cafe,8,5.21,41.68,30.18,11.5,Loja Fisica,Dinheiro
1064,2024-05-31,Sudeste,Higiene,Shampoo,4,13.84,55.36,34.75,20.61,Loja Fisica,Cartao
1065,2024-05-22,Sul,Alimentos,Arroz,11,27.79,305.69,237.8,67.89,Loja Fisica,Cartao
1066,2024-11-28,Centro-Oeste,Higiene,Creme Dental,6,5.81,34.86,25.14,9.72,Loja Fisica,Pix
1067,2024-07-28,Sul,Alimentos,Arroz,11,26.97,296.67,220.96,75.71,Loja Fisica,Boleto
1068,2024-03-31,Nordeste,Alimentos,Cafe,2,19.05,38.1,27.34,10.76,E-commerce,Cartao
1069,2024-11-16,Sudeste,Higiene,Desodorante,4,11.33,45.32,28.13,17.19,Delivery,Dinheiro
1070,2024-07-21,Nordeste,Alimentos,Acucar,6,4.56,27.36,18.49,8.87,Loja Fisica,Cartao
1071,2024-03-31,Nordeste,Bebidas,Suco,11,6.74,74.14,47.6,26.54,E-commerce,Dinheiro
1072,2024-12-17,Sudeste,Alimentos,Arroz,7,24.13,168.91,128.68,40.23,E-commerce,Cartao
1073,2024-09-26,Nordeste,Limpeza,Detergente,10,2.54,25.4,16.68,8.72,Loja Fisica,Cartao
1074,2024-11-25,Sul,Alimentos,Arroz,5,23.62,118.1,83.32,34.78,Loja Fisica,Boleto
1075,2024-02-24,Sudeste,Limpeza,Detergente,4,2.56,10.24,7.5,2.74,E-commerce,Dinheiro
1076,2024-06-06,Centro-Oeste,Alimentos,Arroz,9,26.35,237.15,167.31,69.84,Loja Fisica,Dinheiro
1077,2024-02-22,Sudeste,Alimentos,Acucar,3,4.42,13.26,8.29,4.97,Loja Fisica,Cartao
1078,2024-06-29,Sudeste,Alimentos,Acucar,11,5.26,57.86,43.08,14.78,Loja Fisica,Cartao
1079,2024-02-26,Nordeste,Utilidades,Saco de Lixo,6,7.86,47.16,30.5,16.66,Loja Fisica,Boleto
1080,2024-02-13,Sul,Higiene,Shampoo,7,15.29,107.03,74.91,32.12,Delivery,Cartao
1081,2024-12-07,Sudeste,Higiene,Creme Dental,6,6.79,40.74,25.84,14.9,Loja Fisica,Cartao
1082,2024-05-15,Sul,Limpeza,Detergente,1,2.95,2.95,2.29,0.66,Delivery,Cartao
1083,2024-03-16,Centro-Oeste,Limpeza,Agua Sanitaria,2,5.09,10.18,6.77,3.41,Delivery,Cartao
1084,2024-06-14,Sul,Alimentos,Acucar,6,4.72,28.32,18.83,9.49,Delivery,Cartao
1085,2024-11-21,Centro-Oeste,Limpeza,Sabao em Po,7,16.56,115.92,78.76,37.16,Loja Fisica,Pix
1086,2024-04-27,Centro-Oeste,Higiene,Desodorante,9,11.91,107.19,77.04,30.15,Delivery,Pix
1087,2024-04-30,Centro-Oeste,Alimentos,Arroz,6,25.69,154.14,118.92,35.22,E-commerce,Cartao
1088,2024-06-27,Centro-Oeste,Limpeza,Sabao em Po,5,16.7,83.5,62.38,21.12,Loja Fisica,Boleto
1089,2024-08-03,Nordeste,Limpeza,Detergente,12,2.56,30.72,23.73,6.99,Delivery,Cartao
1090,2024-01-14,Sudeste,Bebidas,Refrigerante,12,7.06,84.72,58.99,25.73,Loja Fisica,Pix
1091,2024-03-21,Norte,Bebidas,Refrigerante,4,7.02,28.08,19.48,8.6,Delivery,Cartao
1092,2024-04-03,Sudeste,Alimentos,Cafe,12,19.86,238.32,160.64,77.68,Delivery,Cartao
1093,2024-11-26,Sudeste,Alimentos,Feijao,1,9.32,9.32,5.47,3.85,Delivery,Pix
1094,2024-01-06,Centro-Oeste,Bebidas,Energetico,9,10.52,94.68,59.8,34.88,Loja Fisica,Cartao
1095,2024-04-26,Centro-Oeste,Alimentos,Arroz,9,24.79,223.11,171.84,51.27,Delivery,Cartao
1096,2024-01-29,Nordeste,Alimentos,Cafe,10,19.48,194.8,144.8,50.0,Loja Fisica,Cartao
1097,2024-11-24,Centro-Oeste,Bebidas,Refrigerante,6,7.87,47.22,29.23,17.99,Loja Fisica,Cartao
1098,2024-11-04,Sudeste,Bebidas,Suco,5,6.57,32.85,19.75,13.1,Loja Fisica,Cartao
1099,2024-06-07,Nordeste,Alimentos,Arroz,4,24.25,97.0,75.21,21.79,Loja Fisica,Pix
1100,2024-09-04,Norte,Bebidas,Agua,1,2.79,2.79,2.04,0.75,E-commerce,Pix
1101,2024-06-10,Sudeste,Limpeza,Sabao em Po,12,17.41,208.92,135.02,73.9,E-commerce,Pix
1102,2024-09-14,Sul,Alimentos,Cafe,7,18.18,127.26,95.92,31.34,Loja Fisica,Cartao
1103,2024-12-15,Sudeste,Utilidades,Pilhas,12,12.47,149.64,93.25,56.39,Delivery,Cartao
1104,2024-03-23,Sul,Bebidas,Cha Gelado,11,5.94,65.34,47.94,17.4,Loja Fisica,Cartao
1105,2024-05-28,Centro-Oeste,Limpeza,Agua Sanitaria,1,5.93,5.93,4.36,1.57,Loja Fisica,Cartao
1106,2024-11-08,Sudeste,Utilidades,Filtro de Cafe,11,5.71,62.81,37.65,25.16,Loja Fisica,Dinheiro
1107,2024-06-07,Sudeste,Utilidades,Pilhas,8,12.11,96.88,62.27,34.61,E-commerce,Cartao
1108,2024-05-23,Sudeste,Bebidas,Refrigerante,3,7.97,23.91,16.07,7.84,E-commerce,Boleto
1109,2024-08-14,Sudeste,Alimentos,Arroz,10,25.34,253.4,165.39,88.01,Loja Fisica,Cartao
1110,2024-11-13,Sul,Alimentos,Macarrao,9,5.66,50.94,39.24,11.7,Loja Fisica,Pix
1111,2024-09-16,Centro-Oeste,Limpeza,Detergente,10,3.01,30.1,17.8,12.3,Delivery,Pix
1112,2024-10-14,Norte,Limpeza,Desinfetante,7,8.47,59.29,39.12,20.17,Loja Fisica,Cartao
1113,2024-08-24,Sudeste,Bebidas,Energetico,11,10.17,111.87,83.19,28.68,Loja Fisica,Cartao
1114,2024-02-25,Sul,Utilidades,Pano Multiuso,4,6.7,26.8,15.89,10.91,Loja Fisica,Pix
1115,2024-04-18,Sudeste,Bebidas,Agua,8,2.32,18.56,11.34,7.22,Loja Fisica,Pix
1116,2024-06-12,Sudeste,Utilidades,Pano Multiuso,1,7.42,7.42,4.84,2.58,Loja Fisica,Pix
1117,2024-01-28,Nordeste,Alimentos,Acucar,5,4.66,23.3,14.33,8.97,Loja Fisica,Cartao
1118,2024-02-11,Nordeste,Limpeza,Agua Sanitaria,9,5.2,46.8,35.5,11.3,Loja Fisica,Cartao
1119,2024-08-07,Centro-Oeste,Limpeza,Sabao em Po,4,16.33,65.32,43.36,21.96,Loja Fisica,Pix
1120,2024-03-23,Sul,Bebidas,Cha Gelado,7,6.29,44.03,30.48,13.55,E-commerce,Cartao
1121,2024-12-07,Sudeste,Alimentos,Macarrao,1,4.94,4.94,3.32,1.62,Loja Fisica,Dinheiro
1122,2024-02-28,Sudeste,Higiene,Creme Dental,9,6.6,59.4,46.19,13.21,E-commerce,Dinheiro
1123,2024-11-20,Centro-Oeste,Utilidades,Pilhas,1,12.43,12.43,9.64,2.79,Loja Fisica,Pix
1124,2024-03-26,Sudeste,Alimentos,Feijao,4,9.47,37.88,26.34,11.54,Loja Fisica,Dinheiro
1125,2024-01-09,Nordeste,Bebidas,Refrigerante,12,7.65,91.8,71.59,20.21,Loja Fisica,Cartao
1126,2024-10-04,Centro-Oeste,Utilidades,Saco de Lixo,2,9.28,18.56,12.47,6.09,Loja Fisica,Pix
1127,2024-03-24,Sudeste,Bebidas,Energetico,11,9.67,106.37,74.89,31.48,E-commerce,Dinheiro
1128,2024-02-14,Sul,Alimentos,Arroz,10,27.55,275.5,165.5,110.0,Delivery,Pix
1129,2024-10-05,Norte,Bebidas,Cha Gelado,1,6.11,6.11,4.58,1.53,Loja Fisica,Dinheiro
1130,2024-10-09,Centro-Oeste,Alimentos,Acucar,2,4.75,9.5,7.02,2.48,Loja Fisica,Dinheiro
1131,2024-11-26,Sudeste,Limpeza,Detergente,6,2.91,17.46,11.9,5.56,Loja Fisica,Pix
1132,2024-06-06,Sul,Limpeza,Agua Sanitaria,11,5.23,57.53,43.72,13.81,Loja Fisica,Cartao
1133,2024-03-19,Sudeste,Limpeza,Esponja,12,2.29,27.48,17.78,9.7,E-commerce,Boleto
1134,2024-05-03,Sudeste,Bebidas,Cha Gelado,11,5.79,63.69,37.6,26.09,E-commerce,Cartao
1135,2024-11-21,Centro-Oeste,Limpeza,Agua Sanitaria,6,5.53,33.18,22.15,11.03,Loja Fisica,Dinheiro
1136,2024-09-15,Norte,Higiene,Desodorante,11,12.69,139.59,104.34,35.25,Loja Fisica,Cartao
1137,2024-02-17,Norte,Bebidas,Cha Gelado,3,5.37,16.11,11.62,4.49,E-commerce,Cartao
1138,2024-07-14,Norte,Limpeza,Agua Sanitaria,11,5.65,62.15,40.5,21.65,Loja Fisica,Dinheiro
1139,2024-06-01,Nordeste,Limpeza,Agua Sanitaria,5,5.68,28.4,18.03,10.37,E-commerce,Pix
1140,2024-11-22,Sul,Limpeza,Detergente,8,2.98,23.84,14.41,9.43,Loja Fisica,Cartao
1141,2024-04-02,Norte,Bebidas,Agua,4,2.5,10.0,6.78,3.22,Loja Fisica,Cartao
1142,2024-11-16,Norte,Higiene,Desodorante,6,12.04,72.24,48.41,23.83,Loja Fisica,Cartao
1143,2024-04-01,Sudeste,Higiene,Sabonete,2,3.23,6.46,5.03,1.43,Loja Fisica,Pix
1144,2024-10-06,Norte,Higiene,Creme Dental,2,5.94,11.88,6.96,4.92,Loja Fisica,Pix
1145,2024-03-19,Nordeste,Bebidas,Suco,1,6.8,6.8,4.24,2.56,Delivery,Boleto
1146,2024-05-17,Nordeste,Alimentos,Arroz,6,26.43,158.58,112.65,45.93,Loja Fisica,Dinheiro
1147,2024-08-11,Sudeste,Bebidas,Suco,5,6.59,32.95,23.64,9.31,E-commerce,Cartao
1148,2024-07-20,Norte,Limpeza,Esponja,5,2.1,10.5,6.52,3.98,Delivery,Cartao
1149,2024-08-16,Centro-Oeste,Limpeza,Desinfetante,10,8.38,83.8,55.02,28.78,Loja Fisica,Cartao
1150,2024-11-19,Sul,Bebidas,Refrigerante,9,7.28,65.52,43.37,22.15,Loja Fisica,Dinheiro
1151,2024-09-28,Centro-Oeste,Alimentos,Feijao,6,8.55,51.3,31.66,19.64,Loja Fisica,Cartao
1152,2024-07-09,Centro-Oeste,Limpeza,Detergente,1,2.66,2.66,1.55,1.11,Loja Fisica,Pix
1153,2024-06-13,Sul,Higiene,Desodorante,5,11.96,59.8,40.99,18.81,Loja Fisica,Cartao
1154,2024-11-07,Sul,Limpeza,Detergente,10,2.97,29.7,19.73,9.97,Delivery,Cartao
1155,2024-06-12,Nordeste,Alimentos,Acucar,8,4.46,35.68,22.65,13.03,Loja Fisica,Cartao
1156,2024-11-03,Centro-Oeste,Bebidas,Cha Gelado,1,5.67,5.67,4.02,1.65,E-commerce,Boleto
1157,2024-08-24,Nordeste,Limpeza,Agua Sanitaria,1,5.94,5.94,4.54,1.4,Loja Fisica,Pix
1158,2024-02-05,Sudeste,Limpeza,Agua Sanitaria,12,5.29,63.48,40.85,22.63,Loja Fisica,Cartao
1159,2024-06-09,Sudeste,Alimentos,Macarrao,12,5.81,69.72,47.32,22.4,Delivery,Dinheiro
1160,2024-07-10,Sul,Alimentos,Feijao,1,9.22,9.22,5.6,3.62,E-commerce,Dinheiro
1161,2024-08-11,Nordeste,Alimentos,Macarrao,9,5.81,52.29,40.1,12.19,E-commerce,Cartao
1162,2024-01-23,Norte,Utilidades,Pilhas,5,12.72,63.6,44.68,18.92,Delivery,Cartao
1163,2024-03-28,Sul,Higiene,Sabonete,3,2.85,8.55,5.21,3.34,Loja Fisica,Dinheiro
1164,2024-07-30,Sudeste,Higiene,Papel Higienico,9,18.3,164.7,111.27,53.43,Loja Fisica,Cartao
1165,2024-09-04,Nordeste,Alimentos,Macarrao,12,4.87,58.44,40.42,18.02,E-commerce,Pix
1166,2024-04-15,Sudeste,Alimentos,Acucar,1,4.62,4.62,3.3,1.32,Loja Fisica,Cartao
1167,2024-09-06,Norte,Alimentos,Cafe,9,18.31,164.79,105.91,58.88,E-commerce,Pix
1168,2024-12-01,Nordeste,Bebidas,Suco,4,7.61,30.44,20.0,10.44,Loja Fisica,Pix
1169,2024-04-13,Sudeste,Alimentos,Macarrao,7,4.95,34.65,22.23,12.42,E-commerce,Pix
1170,2024-03-16,Sudeste,Alimentos,Arroz,4,22.99,91.96,61.81,30.15,Loja Fisica,Pix
1171,2024-09-28,Centro-Oeste,Alimentos,Cafe,2,17.74,35.48,22.08,13.4,Loja Fisica,Cartao
1172,2024-06-19,Norte,Alimentos,Arroz,1,26.14,26.14,18.99,7.15,Loja Fisica,Cartao
1173,2024-07-25,Nordeste,Alimentos,Cafe,8,18.32,146.56,88.21,58.35,Loja Fisica,Cartao
1174,2024-02-26,Nordeste,Alimentos,Arroz,10,24.23,242.3,143.72,98.58,Loja Fisica,Cartao
1175,2024-11-13,Sudeste,Bebidas,Energetico,2,9.54,19.08,14.21,4.87,Delivery,Pix
1176,2024-03-28,Sudeste,Bebidas,Agua,12,2.6,31.2,22.68,8.52,Loja Fisica,Pix
1177,2024-12-24,Sudeste,Limpeza,Sabao em Po,3,16.22,48.66,28.9,19.76,Loja Fisica,Dinheiro
1178,2024-03-13,Sul,Higiene,Desodorante,6,10.63,63.78,49.42,14.36,E-commerce,Cartao
1179,2024-01-05,Sudeste,Utilidades,Filtro de Cafe,1,5.19,5.19,3.27,1.92,Loja Fisica,Dinheiro
1180,2024-10-17,Sudeste,Alimentos,Feijao,9,8.68,78.12,57.11,21.01,Delivery,Cartao
1181,2024-06-20,Centro-Oeste,Limpeza,Esponja,5,2.32,11.6,7.32,4.28,Loja Fisica,Dinheiro
1182,2024-06-03,Sudeste,Utilidades,Filtro de Cafe,8,4.81,38.48,27.6,10.88,Delivery,Cartao
1183,2024-07-29,Sul,Higiene,Shampoo,6,15.19,91.14,57.32,33.82,Delivery,Boleto
1184,2024-07-03,Nordeste,Alimentos,Acucar,11,4.52,49.72,31.56,18.16,Delivery,Pix
1185,2024-08-18,Sul,Limpeza,Sabao em Po,5,18.18,90.9,59.06,31.84,Loja Fisica,Pix
1186,2024-05-21,Nordeste,Alimentos,Cafe,12,17.7,212.4,149.21,63.19,Loja Fisica,Cartao
1187,2024-06-26,Nordeste,Utilidades,Pano Multiuso,11,6.36,69.96,50.1,19.86,Loja Fisica,Cartao
1188,2024-10-12,Sudeste,Bebidas,Agua,2,2.7,5.4,3.15,2.25,Loja Fisica,Cartao
1189,2024-10-30,Nordeste,Bebidas,Refrigerante,7,7.43,52.01,38.84,13.17,Loja Fisica,Cartao
1190,2024-05-25,Sudeste,Bebidas,Cha Gelado,3,6.44,19.32,13.96,5.36,Loja Fisica,Pix
1191,2024-08-09,Sudeste,Alimentos,Feijao,1,8.62,8.62,5.61,3.01,Delivery,Pix
1192,2024-08-04,Centro-Oeste,Utilidades,Saco de Lixo,5,8.73,43.65,26.83,16.82,Loja Fisica,Dinheiro
1193,2024-10-23,Nordeste,Limpeza,Desinfetante,3,8.93,26.79,16.61,10.18,Loja Fisica,Cartao
1194,2024-11-17,Sudeste,Alimentos,Acucar,2,4.55,9.1,6.08,3.02,Loja Fisica,Boleto
1195,2024-12-30,Centro-Oeste,Bebidas,Energetico,7,11.01,77.07,51.81,25.26,E-commerce,Cartao
1196,2024-08-03,Norte,Alimentos,Macarrao,4,5.39,21.56,14.11,7.45,Delivery,Dinheiro
1197,2024-05-30,Norte,Limpeza,Sabao em Po,7,17.39,121.73,81.87,39.86,Delivery,Pix
1198,2024-01-28,Norte,Alimentos,Arroz,6,25.87,155.22,115.54,39.68,Loja Fisica,Pix
1199,2024-02-01,Nordeste,Higiene,Papel Higienico,12,20.1,241.2,173.74,67.46,Loja Fisica,Pix
1200,2024-09-10,Nordeste,Utilidades,Lampada,5,9.93,49.65,35.94,13.71,E-commerce,Dinheiro
